,name,artists,genre,spotifyID
1888,The Morning,['The Weeknd'],r-n-b,6u0dQik0aif7FQlrhycG1L
1889,Thought I Knew You (feat. The Weeknd),"['Nicki Minaj', 'The Weeknd']",r-n-b,5vAEnWrHxLv78uwZrAJcX6
1890,Neighbors Know My Name,['Trey Songz'],r-n-b,6jvvpPJQJy5rMOEkLlADl6
1891,Adorn,['Miguel'],r-n-b,5hJFhO9dvhJoDvUZZ9iWSw
1892,Sexy Can I feat. Yung Berg,['Ray J'],r-n-b,0DdpxWfVvUGgkJv5536tiF
1893,7/11,['Beyoncé'],r-n-b,02M6vucOvmRfMxTXDUwRXu
1894,Lonely,['August Alsina'],r-n-b,0Gh5fbHHVk8uWtbgiFtNaH
1895,Love Don't Change,['Jeremih'],r-n-b,6PmjWl0phNxc0R5OwkDdiZ
1896,"U Know What's Up (feat. Lisa ""Left Eye"" Lopes)","['Donell Jones', 'Lisa ""Left Eye"" Lopes']",r-n-b,5PMKzsUsTpZZGsCcJBuhP2
1897,Knock You Down,"['Keri Hilson', 'Kanye West', 'Ne-Yo']",r-n-b,58FUwmyGUqkt53YPUcm7cJ
1898,Complicated,['MIKExANGEL'],r-n-b,5cKRlX4h9UqSOBIuNZfsvP
1899,Distance,['Emily King'],r-n-b,1IlBPaXuM7Fl6tiH9CPQlQ
1900,Possibility,['Lykke Li'],rainy-day,39Odj4vLKRarATkCA31gaW
1901,I Would Die 4 U,['Prince'],rainy-day,6dHAJi8G7DSlNTdWZdwugw
1902,Who Says,['John Mayer'],rainy-day,0HLWvLKQWpFdPhgk6ym58n
1903,The Monster,"['Eminem', 'Rihanna']",rainy-day,5U8hKxSaDXB8cVeLFQjvwx
1904,You Could Be Happy,['Snow Patrol'],rainy-day,1Ow3WmxZDYdPpOFIhJ4pID
1905,Drunk,['Ed Sheeran'],rainy-day,4RnCPWlBsY7oUDdyruod7Y
1906,Your Bones,['Of Monsters and Men'],rainy-day,4s9MBsOC7ntOehwpH0EJLL
1907,On The Floor - Radio Edit,"['Jennifer Lopez', 'Pitbull']",rainy-day,7Hv89f7Dpm5Hce1XkBbjQZ
1908,Baby,"['Justin Bieber', 'Ludacris']",rainy-day,4NFhtFE68cXUrfbne8JE2c
1909,Heartbeats,['José González'],rainy-day,7BzhqmRj3iOZXqMHqiifHr
1910,If I Ain't Got You,['Alicia Keys'],rainy-day,3XVBdLihbNbxUwZosxcGuJ
1911,Buzzcut Season,['Lorde'],rainy-day,51QEyJI5M7uyd8DOh9tqQY
1912,Brave,['Sara Bareilles'],rainy-day,6Uy6K3KdmUdAfelUp0SeXn
1913,Careful In Career,['Simple Minds'],rainy-day,4uEZlqmu44i68W0tuasSLi
1914,Wake Me up When September Ends,['Green Day'],rainy-day,3ZffCQKLFLUvYM59XKLbVm
1915,I Will Always Love You,['Whitney Houston'],rainy-day,4eHbdreAnSOrDDsFfc4Fpm
1916,Hey There Delilah,"[""Plain White T's""]",rainy-day,0xM88xobymkMgg46MStfnV
1917,Asleep - 2008 Remaster,['The Smiths'],rainy-day,6ylnImVpCCEmXFUD3PZySf
1918,Let Them Talk,['Hugh Laurie'],rainy-day,5CaADHIi7ksj6XN4dAKWCF
1919,Misguided Ghosts,['Paramore'],rainy-day,2VYqkb77OjToeRAnMNd4yU
1920,Boom Draw,['Julian Marley'],reggae,0EKV1DjXLl9rpTCns8Kgsc
1921,When Mi Party,['Popcaan'],reggae,3Wc4GSNZc6lAJmr1G2Neab
1922,The Same Song - Edit,['Israel Vibration'],reggae,3qkgDUwKyHht3WmNTFHg0C
1923,The Traffic Jam - Main,"['Stephen Marley', 'Damian Marley']",reggae,1dKBta20CtzPJ23xHVa7ih
1924,I'm Coming Home,['Morgan Heritage'],reggae,5zYQIk2hxR3aYrQGadszLK
1925,Hello Africa,['Garnett Silk'],reggae,5EGuK6jWpU8l8bbE6FHSAA
1926,Behold - 2000 Digital Remaster,['Culture'],reggae,1ryuZ77kDQ6bFYjXd3mTWQ
1927,What Happened to the Love,['Glen Washington'],reggae,1VpBDbbduvg6yBFMEIfoVt
1928,Be Free,['Pressure'],reggae,4ZcL0odV4cJv5GSXjQlb8c
1929,Tight Ship,"['Stephen Marley', 'Damian Marley']",reggae,3qd6lBaYVrEHN1ouivpOcH
1930,Nuff Gal - Raw,['Demarco'],reggae,2xl3jVTWcAV0XNFT5gd1uG
1931,Good Love,['Sheek Louch'],reggae,68Yo5RVCA3TmNE3d5TiVaX
1932,Lots of Herbs,['Junior Kelly'],reggae,0fLJ474nm6kTFzo96rqVOl
1933,Looks Is Deceiving - 2000 Digital Remaster,['The Gladiators'],reggae,1aWA6FHwqGqH7b8XbKeiG0
1934,Judgement Day,['Raging Fyah'],reggae,5yZZTPRneezNBQwO8EAzSR
1935,Splashing Dashing,['Garnett Silk'],reggae,77C0ShYYauPFslV6IrsXPg
1936,It's Me Again Jah,['Luciano'],reggae,7A0zVtU185SsEWMP6ZE9y6
1937,Hungry (Falling On My Knees),['Kathryn Scott'],reggae,0Dq9yBdFeKKjm0wIY9Rwsr
1938,Never Too Late,['Jah Vinci'],reggae,5CvVLiGlJphotkp77bNpJg
1939,Destiny,['Buju Banton'],reggae,3YFz16fRYOWd0Xsu7Im0cS
1940,Pobre Diabla,"['Don Omar', 'Mr. Vegas', 'DJ Kazzanova']",reggaeton,3QaaQcS4ThV0ew5xTPMMsH
1941,No Se,['Wisin & Yandel'],reggaeton,3eIewJjIgZAhGHxybOChcT
1942,Vuelve,['Buxxi'],reggaeton,5rvodZEYOKHtBSGucYmvKY
1943,La Botella,['Mach & Daddy'],reggaeton,62kT9S9aJ4BgJPfCGZhwcE
1944,La Fórmula Sigue,"['Zion', 'Lennox', 'Maldy', 'Chencho', 'R.K.M & Ken-Y', 'Arcangel']",reggaeton,6igb6mViKdliorhgONvBjw
1945,"Me, Myself and My Money",['Arcangel'],reggaeton,6QS0ZlGJYeG0e6BsdZlhpF
1946,Lento,['Wisin & Yandel'],reggaeton,0rz1ULgbOEAsqfe9A97tmI
1947,Cuentale,['Don Omar'],reggaeton,1vcDfenBY0N5b6stqyNKmw
1948,Tranquila,['J Balvin'],reggaeton,5BaZdqzGykdobtYl4HUCOA
1949,Dime Si Te Vas Con El,['Flex'],reggaeton,6Ws0qy9e4e7R9ijZY7mCFr
1950,More Than Friends (feat. Daddy Yankee),"['INNA', 'Daddy Yankee']",reggaeton,1S4ENupfwIqYUPM2sgCief
1951,La Nena De Papa (feat. Tito El Bambino),"['Plan B', 'Tito ""El Bambino""']",reggaeton,0AoW8WOnrk3QY2BvFbfVlc
1952,Te Vas,"['Héctor ""El Father""', 'Ken-Y']",reggaeton,0yl5OOTJymugfdMQTy76yF
1953,Por un Segundo,['Aventura'],reggaeton,2MioxSroS0g1mi24LLfcnq
1954,Temperature,['Sean Paul'],reggaeton,0k2GOhqsrxDTAbFFSdNJjT
1955,No Quiere Novio,['Ñejo & Dalmata'],reggaeton,0ay1Y54hUDgYBg54JPrOCv
1956,Llamé Pa' Verte (Bailando Sexy),['Wisin & Yandel'],reggaeton,5SgN4mSGVEZ8TZQ5YSsKKb
1957,Infieles,['Don Omar'],reggaeton,3lgV17KKu1HW4JdfYscplM
1958,Como El Viento,"['Juan Magán', 'Farruko']",reggaeton,4DABrU6se23kOIdut9eaRQ
1959,Llama Al Sol,"['Tito ""El Bambino""']",reggaeton,60CQxzhkr07y3Ucf3RxvQ9
1960,Boys 'Round Here (feat. Pistol Annies & Friends),"['Blake Shelton', 'Pistol Annies']",road-trip,39FwE8edwuyiaa4PrGBkP7
1961,R U Mine?,['Arctic Monkeys'],road-trip,2LlvrdnLa3XbB1b4jYuCnl
1962,Supermassive Black Hole,['Muse'],road-trip,2zrIyIdqafYozfsgiMY0Ae
1963,Tighten Up,['The Black Keys'],road-trip,2MVwrvjmcdt4MsYYLCYMt8
1964,Someday,['The Strokes'],road-trip,7hm4HTk9encxT0LYC0J6oI
1965,Wrecking Ball,['Miley Cyrus'],road-trip,6oDPg7fXW3Ug3KmbafrXzA
1966,Prayer in C - Robin Schulz Radio Edit,"['Lilly Wood and The Prick', 'Robin Schulz']",road-trip,5fnA9mkIfScSqHIpeDyvck
1967,Baba O'Riley - Original Album Version,['The Who'],road-trip,7Az9kfq4JLD8auD1xoErrP
1968,Round Here,['Florida Georgia Line'],road-trip,5T6DM9qjjngWnukcw0svkX
1969,Little Red Corvette,['Prince'],road-trip,76Gmfksb2uBzx5N72DcHT0
1970,Country Girl (Shake It For Me),['Luke Bryan'],road-trip,0yD66650JxhqKbW76C2qCo
1971,3005,['Childish Gambino'],road-trip,3Z2sglqDj1rDRMF5x0Sz2R
1972,Creep,['Radiohead'],road-trip,3HfB5hBU0dmBt8T0iCmH42
1973,Unbelievers,['Vampire Weekend'],road-trip,7psPPGwhFzP3pyOcb3ivcT
1974,Die Young,['Kesha'],road-trip,6mnjcTmK8TewHfyOp3fC9C
1975,Shakin',['Eddie Money'],road-trip,1JPXXDx2OHtSRuEq7ru6zf
1976,The Cave,['Mumford & Sons'],road-trip,33e9HtOfO1ye1h8xQ7Foc9
1977,Irreplaceable,['Beyoncé'],road-trip,6RX5iL93VZ5fKmyvNXvF1r
1978,Buddy Holly,['Weezer'],road-trip,7GptbanebPZYkLPvjNfd6m
1979,Misery Business,['Paramore'],road-trip,6SpLc7EXZIPpy0sVko0aoU
1980,Smooth (feat. Rob Thomas),"['Santana', 'Rob Thomas']",rock,0n2SEXB2qoRQg171q7XqeW
1981,Man of War,['Radiohead'],rock,552BIJ9kKwwqiGf4YojYbL
1982,Hell Yeah,['Rev Theory'],rock,2qABxQZhfAthNxszLiSsUw
1983,Red Cold River,['Breaking Benjamin'],rock,6ZfPmIbwzz6fopTNwAJTPs
1984,You're Going Down,['Sick Puppies'],rock,5FQXMRDSTkn9fowDJ3kZo8
1985,Chlorine,['Twenty One Pilots'],rock,23OXdR7YuUBVWh5hSnYJau
1986,Somebody That I Used To Know,"['Gotye', 'Kimbra']",rock,4wCmqSrbyCgxEXROQE6vtV
1987,"My My, Hey Hey (Out of the Blue) - 2016 Remaster","['Neil Young', 'Crazy Horse']",rock,6VltRkmJbCTqgKrTHk4Ulw
1988,Little Dark Age,['MGMT'],rock,2Y0iGXY6m6immVb2ktbseM
1989,Burnin' for You,['Blue Öyster Cult'],rock,3fkPMWQ6cBNBLuFcPyMS8s
1990,Die MF Die,['Dope'],rock,5bU4KX47KqtDKKaLM4QCzh
1991,Just Breathe,['Pearl Jam'],rock,3IsWNivZZHYURT2kTIvBDU
1992,I Am the Highway,['Audioslave'],rock,4Im33JWLEobPtMTTAw7GUF
1993,Let Down,['Palisades'],rock,3CwzV42BwEDA4i3gSf5EjW
1994,The Passenger,['Iggy Pop'],rock,24FmdHoCr2jZGE6Z6dZbJT
1995,There's A Reason Why (I Never Returned Your Calls),['Blossoms'],rock,5pVbLYTdihSKd8Kylfhwa7
1996,Go With The Flow,['Queens of the Stone Age'],rock,0wzRcekWyVCSyPtlPOeJau
1997,My Curse,['Killswitch Engage'],rock,6zKF4293k44ItKWJJgrhXv
1998,Red Flag,['Billy Talent'],rock,2RZWdE8kYPlCAcRUYDeuLC
1999,Dust in the Wind,['Kansas'],rock,6zeE5tKyr8Nu882DQhhSQI
2000,Home Sweet Home,['Mötley Crüe'],rock-n-roll,39WdbGVs8RWHP71p6vLyiD
2001,All Day and All of the Night,['The Kinks'],rock-n-roll,3okPiJwW5nCLpug12sCL4p
2002,Live And Let Die,"[""Guns N' Roses""]",rock-n-roll,04MNKrAnzrHDUzuXAtNoLr
2003,Stuck On You,['Elvis Presley'],rock-n-roll,7bA1DHtoJAvqyL42gHwOLa
2004,Feel Like Makin' Love (Remastered Album Version),['Bad Company'],rock-n-roll,3HKthdb7Ejnydb74BvmQW0
2005,Too Much Monkey Business,['Chuck Berry'],rock-n-roll,0GUtRIpAtAocBMPMnZx15M
2006,Bullet With Butterfly Wings,['The Smashing Pumpkins'],rock-n-roll,1EzeXGaZdqsA4Nst1AIAL2
2007,My Sharona,['The Knack'],rock-n-roll,1FTnBp64Iy26qERGibjknm
2008,Walk Of Life,['Dire Straits'],rock-n-roll,7w4Tbkbx081vRJa8ol56Qf
2009,The Trooper - 1998 Remastered Version,['Iron Maiden'],rock-n-roll,2pxAohyJptQWTQ5ZRWYijN
2010,Gold on the Ceiling,['The Black Keys'],rock-n-roll,46iI0binWzpkEJgIWTYUBR
2011,Detroit Rock City,['KISS'],rock-n-roll,6OtnlynaTKGksWAW28QYY6
2012,Roll Over Beethoven,['Chuck Berry'],rock-n-roll,21kxAKRc4AoePCd5IIPhl3
2013,"Come On, Let's Go",['Ritchie Valens'],rock-n-roll,3wbZ4SLakqTZqV76czDeuZ
2014,No One Knows,['Queens of the Stone Age'],rock-n-roll,0melIwOKh1JH4RjI1Is10w
2015,Walk Of Life,['Dire Straits'],rock-n-roll,4xxB8QUtn8rF4Z2yaRICqp
2016,Minus Celsius,['Backyard Babies'],rock-n-roll,5CTc5YCNKT5FGe9dWvJZFd
2017,Faithfully,['Journey'],rock-n-roll,6HzZhqXNyfJxuvQ9zfCc1U
2018,I'm Walkin',['Fats Domino'],rock-n-roll,4z63jB7Ucg9HXMoKmOaN64
2019,Hound Dog,['Elvis Presley'],rock-n-roll,2UkWpJGuuJlOwGBAzdmTct
2020,All By Myself,"[""Johnny Burnette & The Rock 'N' Roll Trio""]",rockabilly,6fSOOY7P3wTJSZqOj77GGR
2021,Leave This Town,['Top Cats'],rockabilly,1H7OvZUqBgQnoQRgy0v76Y
2022,A Kiss Like This,['John Lindberg Trio'],rockabilly,0lPQS5nMTI30oN0GjtIoBb
2023,My Girl,['Nekromantix'],rockabilly,3O0q8Cga5I0u4VJH51uSTt
2024,Candy Shop,['The Baseballs'],rockabilly,5RjrsJrbwCSE7X9QYQoflG
2025,Fujiyama Mama,['Wanda Jackson'],rockabilly,56xQ4YLqsIZ4Kc6R3WEHAx
2026,Psychobitches Outta Hell,['Horrorpops'],rockabilly,6OV4gS61mxwbZ9AEu82T7b
2027,Take Good Care Of My Baby - 1990 Remastered,['Bobby Vee'],rockabilly,1MR7XamWS0XH6vZxeeRdE0
2028,Incorporeal,['Tiger Army'],rockabilly,4wxrSzgQ8WAxhvYNXwo2Ju
2029,Big River,['Johnny Cash'],rockabilly,5md2t0Y3OMGqTQcvd0Gt9E
2030,Such a Night,['Elvis Presley'],rockabilly,2xeufSlK7sjMWhOZZS6dbK
2031,Everybody's Movin',['Glen Glenn'],rockabilly,0zeyoPw26r2malg8LWTat5
2032,I Gotta Know,['Top Cats'],rockabilly,5wq4pae7Fmr8mnVQC8QKcR
2033,Baby Lou Tattoo,['Horrorpops'],rockabilly,3LpwSb625VqzmtAbW2N4Fd
2034,Goo Goo Muck,['The Cramps'],rockabilly,2pkzHv4KUdJg3fFrCYtbQg
2035,"Shake, Rattle and Roll",['Big Joe Turner'],rockabilly,7aLoa1F3EoM8AeC6Ao1RKz
2036,Dixie Fried,['Carl Perkins'],rockabilly,5hqSKXhQhJV7S7GGmVEreF
2037,We Belong Together,['Ritchie Valens'],rockabilly,0E6dua3fr3N8Yt0AgYUiGS
2038,Gargoyles Over Copenhagen,['Nekromantix'],rockabilly,0b7ORuv9tZ6vlYKRUMtTq1
2039,Full Throttle,['Snake-Bite'],rockabilly,5vRdDr50kRib9xVPLh6W3c
2040,Fireflies,['Owl City'],romance,1mr3616BzLdhXfJmLmRsO8
2041,Drops of Jupiter (Tell Me),['Train'],romance,2hKdd3qO7cWr2Jo0Bcs0MA
2042,The First Time Ever I Saw Your Face,['Roberta Flack'],romance,0SxFyA4FqmEQqZVuAlg8lf
2043,Again,['Janet Jackson'],romance,0IaMMHVbpJ0LrRAeigWOXr
2044,Alone,['Heart'],romance,54b8qPFqYqIndfdxiLApea
2045,The One That Got Away,['Katy Perry'],romance,3oL3XRtkP1WVbMxf7dtTdu
2046,Dreaming Of You,['Selena'],romance,78XgmmZycJ2HSSbHRYdlxy
2047,arms,['Christina Perri'],romance,5u0YB9bpmgEPS2bPhwfRFV
2048,Just The Way You Are,['Barry White'],romance,55bvjj1m7GbJwABrsBRx3D
2049,Let's Get Married,['Jagged Edge'],romance,1PmHkalaUHhh0fz23SBHDL
2050,We'll Be Coming Back (feat. Example),"['Calvin Harris', 'Example']",romance,7B1Dl3tXqySkB8OPEwVvSu
2051,Still into You,['Paramore'],romance,1yjY7rpaAQvKwpdUliHx0d
2052,Adorn,['Miguel'],romance,3trS6e40JCVUOpPVt5OdHj
2053,Who Says,['John Mayer'],romance,0HLWvLKQWpFdPhgk6ym58n
2054,Everything Has Changed,"['Taylor Swift', 'Ed Sheeran']",romance,2si9smgJqjB3aCRpzz6rYE
2055,How Will I Know,['Whitney Houston'],romance,5tdKaKLnC4SgtDZ6RlWeal
2056,Sunday Morning,['Maroon 5'],romance,1YI0uK36eupTmw9F8kHysr
2057,Classic,['MKTO'],romance,5x9VIW2fS21JMswOt6AORI
2058,Smells Like Teen Spirit,['Nirvana'],romance,4hy4fb5D1KL50b3sng9cjw
2059,Intro,['The xx'],romance,0bXpmJyHHYPk6QBFj25bYF
2060,More Than This,['One Direction'],sad,0UAB340gAcSMk3r0a8PTag
2061,When You Can't Sleep At Night,['Of Mice & Men'],sad,42i1pGtSyPVXNX71oW8dyg
2062,Shouldn't Come Back,['Demi Lovato'],sad,0IDfr6PUiQnp5JBJxk5lKw
2063,"John Wayne Gacy, Jr.",['Sufjan Stevens'],sad,6EB1urn3bHjTXjkT9twKxZ
2064,Dry Your Eyes,['The Streets'],sad,1DlCpos9Lj8pK6cYMRjipp
2065,Broken,['Lifehouse'],sad,5f6cTFoUenDiCJDGecYiuB
2066,Kettering,['The Antlers'],sad,453spNn4mGdYErYt3rGhSX
2067,Glory Box,['Portishead'],sad,68oUQRwGJGExtkpaSvSbgb
2068,Hope There's Someone,['Antony and the Johnsons'],sad,09ZGF6mwJVzw5jxqbtT53E
2069,Paradise,['Coldplay'],sad,6nek1Nin9q48AVZcWs9e9D
2070,Tears in Heaven,['Eric Clapton'],sad,7utRJ4BeYx85khzP3lKoBX
2071,The Funeral,['Band of Horses'],sad,4o0NjemqhmsYLIMwlcosvW
2072,You'll Be In My Heart,['Phil Collins'],sad,0xEIhF83JaaXLG0RPUViHJ
2073,Two Is Better Than One (feat. Taylor Swift),"['Boys Like Girls', 'Taylor Swift']",sad,1MaqkdFNIKPdpQGDzme5ss
2074,Breakaway,['Kelly Clarkson'],sad,6UlOSPVKXHM32ZRecNlgOw
2075,Tied Together with a Smile,['Taylor Swift'],sad,6K0CJLVXqbGMeJSmJ4ENKK
2076,Angels,['Robbie Williams'],sad,7CKbqqrs0AS1si1ZgaQdcj
2077,Creep,['Radiohead'],sad,3HfB5hBU0dmBt8T0iCmH42
2078,"Let It Go - From ""Frozen""/Soundtrack Version",['Idina Menzel'],sad,0qcr5FMsEO85NAQjrlDRKo
2079,Soldier On,['The Temper Trap'],sad,5H27NPRea6PuxF1OsKEPHm
2080,Vida,['Marc Anthony'],salsa,0ztGxRRezfNElo79ESJkx6
2081,Yo También (feat. Marc Anthony),"['Romeo Santos', 'Marc Anthony']",salsa,5A9AILetvfQg3LHyX5X0pV
2082,Noches De Cali,['Los Tupamaros'],salsa,6ilwUcXphcMuH8ZAZhDuv8
2083,El #100,"['Tito Puente', ""Oscar D'León"", 'Ismael Miranda', 'Celia Cruz', 'Tito Nieves', 'Domingo Quiñones', 'Tony Vega', 'Millie P.', 'Santos Colón', 'Jose Alberto']",salsa,3YsOAvsTivzGhRuNnEN7yT
2084,Will U Still Love Me Tomorrow,['Leslie Grace'],salsa,3ocAQ9OnVfcxiDH1jTCArp
2085,Cuando Volveras,['Aventura'],salsa,7vXKZJy7buchKnncu1meOh
2086,El Cariño Es Como Una Flor,['Alex Matos'],salsa,4rMoKPAofzHd9neIEn4HmG
2087,You Sang To Me,['Marc Anthony'],salsa,2dwhMQsFeHr2S787WxqAqW
2088,Primero Fui Yo,['Frankie Ruiz'],salsa,1GhHGkvhjZUHWmFMx00Ige
2089,El Perdedor,['Aventura'],salsa,27ze5t5tIDPlVits0KRbxT
2090,Salome,['Cheo Feliciano'],salsa,2DHrS1przbyBmf6Pf22v8R
2091,Recházame,['Prince Royce'],salsa,1NYlRqRkddYFzJTgVUpmwj
2092,Hazme olvidarla,['Willie Gonzalez'],salsa,2uUinHqrVJbEHafpFpfi30
2093,Aguacero,['El Gran Combo De Puerto Rico'],salsa,5k1OxW8WdINpWyQTjDup4b
2094,Sin Poderte Hablar,['Willie Colón'],salsa,3RileNFiDhL7uHD7f7LrnI
2095,Me Voy Pa'Cali,"[""Oscar D'León""]",salsa,0ZDanL1n1khF2TFJDOLKCX
2096,Cada Dia Que Pasa,['Guayacán Orquesta'],salsa,0c53UyjzmDIwIIoSFgVURU
2097,¿Por Qué Les Mientes? - Radio Version,"['Tito ""El Bambino""', 'Marc Anthony']",salsa,4a7Ifg8NkpLTiwgiW2PPNt
2098,La Rumba Buena,['La-33'],salsa,11Atdbb4k2na6YTTELtoPg
2099,La Luna Sobre Nuestro Amor,['Marc Anthony'],salsa,2VaUi39QoVE9Q0t5CMEgL4
2100,Pára de Paradinha,['Arlindo Cruz'],samba,0wlG7xizVP6ZagMFYIWi8M
2101,Saia Rendada,['Bahia Brasil'],samba,6LV9v99zb939jERPWp0GLg
2102,Trem das Onze,['Adoniran Barbosa'],samba,7vx5AIzcGwFoUwTzeFEMna
2103,Suddenly I See - Ao Vivo,['Sambô'],samba,0JEgN4KqwUdYQARh7duAAc
2104,A Luz De Tieta,"['Timbalada', 'Caetano Veloso']",samba,5HA2LPjgWdYAj6XmaL3ZT6
2105,Do Lado Direito da Rua Direita,['Os Originais Do Samba'],samba,2KqPA1WVhgo9ExYibSV6NQ
2106,Samba Do Arnesto,['Demonios Da Garoa'],samba,57NLXuCWrAuXVoEjHxq8pv
2107,Arrastão da Alegria,['Monobloco'],samba,7Ci9GHUzzQyvtqlwimMPph
2108,Academicos Do Salgueiro - Tem Que Se Tirar Da Cabeça O Que Não - Tem No Bolso Tributo A Fernando Pamplona,['Samba Enredo'],samba,5CkuhStX3pkHJxK97zlZnG
2109,Samba de Arerê - Ao Vivo,['Samba De Raiz'],samba,4DUGqf0nvOFpuWLlaelNOP
2110,Disritmia,['Casuarina'],samba,6J4rbLfq8KYWZBLD4Tp8aA
2111,Vai Embora Tristeza - Ao Vivo,['Arlindo Cruz'],samba,7aqm0fn2R6LbT2Fzae5niv
2112,Bahia Veia Bahia,['Bahia Brasil'],samba,63aVMU3rwhJZBLXYNZMf7G
2113,Mania de Peitão/ Ai Que Saudades da Amélia,['Seu Jorge'],samba,0FwuSkafOjmWQDuyaQJVmf
2114,Cabritada Mal Sucedida - Ao Vivo,['Luiz Melodia'],samba,2SmwXyFaaYjlvhrXuPHEiC
2115,Manuelo,['Carmen Miranda'],samba,1JdajXxNMGIRyIKuco2rm4
2116,Se Você Jurar (Ao Vivo),['Beth Carvalho'],samba,0It1gCYwIzaSWkrh89ptQC
2117,As Mariposa,['Adoniran Barbosa'],samba,1GmxFEljKFTaDrZI1nYdTq
2118,Unidos De Lucas No Ano Da Copa Bota No Meio,['Samba Enredo'],samba,1MeS4foowLK7q7Jmx0PxRD
2119,Tom Maior - Faixa Bônus,['Martinho da Vila e Orquestra Petrobras Sinfônica'],samba,6tilAPddmeMJ9ZZ888esT3
2120,Dois Corações - Ao Vivo,"['César Menotti & Fabiano', 'Jorge & Mateus']",sertanejo,5SUHxtx6H3vy1tbLLx0TkF
2121,Escondidinho,['Cristiano Araújo'],sertanejo,2VjsqLvqSa2iLckfdJ5QGW
2122,"Rosas, versos e vinho",['Gusttavo Lima'],sertanejo,0pRzXcneTgkukAGjRXPpwG
2123,Vontade Dividida,['Milionário & José Rico'],sertanejo,2EOj66zGUBJN7XKO16WyjB
2124,Te Caço,['Michel Teló'],sertanejo,12me1godo9W4w6J7dyggsm
2125,Safadin - Ao Vivo,['Henrique & Diego'],sertanejo,5yNKf9qd7oqK3mu8iEWezg
2126,Só Penso Em Nós,['Paula Fernandes'],sertanejo,2LjSj8pdWLv8sMf9lnwcjh
2127,Cervejaria,['Edson & Hudson'],sertanejo,2Urgx3l2nrdIV8bwSvNDiX
2128,Brindando A Sorte,['Leonardo'],sertanejo,5GqmkQHd1BQe8QAiGuJ3W3
2129,Escondidinho,['Marcos & Belutti'],sertanejo,18Lvdz9sSs5vCY3RuEhaSG
2130,De Igual Pra Igual - Live,"['Matogrosso', 'Mathias']",sertanejo,1p7hJKSZy7RuxuuJNrrIiL
2131,Cada Um Com Seus Problemas,['Jads & Jadson'],sertanejo,0hfi7XKIgEz5itQ4ggcF3p
2132,Vida Louca,['Rionegro & Solimões'],sertanejo,6ckzECBWHCWV1GwAtFRDMJ
2133,Basta um Olhar,['Chrystian & Ralf'],sertanejo,7DfuBaiX9AIguY2paGjhRN
2134,Ta Louca Ta Louquinha,['Alex Ferrari'],sertanejo,604rxgn9y7V7ng7V24j85S
2135,Descontrolada,['Israel Novaes'],sertanejo,3RhWI7SlbhM1pqfoTciA70
2136,Porque fui te amar assim,['João Bosco & Vinicius'],sertanejo,50vMsRaLSdxReONvVW791x
2137,Incondicional - Remix,['Luan Santana'],sertanejo,0B1bfwTYO6F9wU0rMibOFE
2138,Segunda Via (feat. Humberto & Ronaldo) - Ao Vivo,"['Henrique & Diego', 'Humberto & Ronaldo']",sertanejo,4RqXcc8JNnP2ZFO2aAtvot
2139,O Meu é Bem Maior - Ao vivo,['João Carreiro & Capataz'],sertanejo,71x9UvIfnNJhuxRuMPoQ0W
2140,Science Fiction/Double Feature,"[""Richard O'Brien""]",show-tunes,7AUOZzM5P8UDuA0zga0PP8
2141,West Side Story: Act I: Prologue,"['Leonard Bernstein', 'West Side Story Orchestra', 'Johnny Green']",show-tunes,68CJ6EJXhbmUOwkOk74w6N
2142,"For the First Time in Forever - From ""Frozen""/Soundtrack Version","['Kristen Bell', 'Idina Menzel']",show-tunes,70b5Sq3ePOu3Gqg0hjlOtR
2143,Another Hundred People,['Stephen Sondheim'],show-tunes,0F2No59cMvdPcoZYQLUIfa
2144,Get'cha Head In The Game,"['Troy', 'Disney']",show-tunes,3sT37kCEpxM1zQ8s98i7ps
2145,Maybe (Next to Normal),"['Alice Ripley', 'Jennifer Damiano']",show-tunes,4m13Ctiiq5sOb7licnYaJX
2146,Take Me Or Leave Me,"['Idina Menzel', 'Fredi Walker']",show-tunes,3YVjgknwWqdge6S5OMQLU8
2147,Confrontation,['Les Misérables - Original London Cast'],show-tunes,7uRvz6XGMEKFcxzKBWSYye
2148,In the Heights,['In The Heights (Original Cast Recording)'],show-tunes,1axsGRBnGq1f3t8YkGtXZr
2149,I Am Changing,['Jennifer Hudson'],show-tunes,1GJKuRlblj551gKHghS2xo
2150,"I Won't Say (I'm In Love) - From ""Hercules"" / Soundtrack Version","['Susan Egan', 'Cheryl Freeman', 'LaChanze', 'Vaneese Thomas', 'Lillias White', 'Disney']",show-tunes,3Dupb5AcaVFErlSSfl3szW
2151,Benjamin Calypso,"['Andrew Lloyd Webber', 'Johnny Amobi', '""Joseph And The Amazing Technicolor Dreamcoat"" 1991 London Cast']",show-tunes,6MhMvtU5BxMzUQRrIDtKUe
2152,The Runaway Cart,['Les Misérables - 10th Anniversary Concert Cast'],show-tunes,7mhQIQawxwULzsnZeVHeRe
2153,"Fixer Upper - From ""Frozen""/Soundtrack Version","['Maia Wilson', 'Cast - Frozen']",show-tunes,5covTs92HnHJwAWrXF7l14
2154,West Side Story: Act II: End Credits,"['Leonard Bernstein', 'Johnny Green', 'West Side Story Orchestra']",show-tunes,4w3EeaD5rMqxEnD46PN44D
